ConceptName	QuestionName	Question	AnswerText	Correct
Solve word problems involving estimation of sums.	Q3	<p>At the amusement park 44 people rode the roller coaster in the 1st round, 58 people in the 2nd round and 61 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>150</p>	
Solve word problems involving estimation of sums.	Q3	<p>At the amusement park 44 people rode the roller coaster in the 1st round, 58 people in the 2nd round and 61 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>170</p>	
Solve word problems involving estimation of sums.	Q3	<p>At the amusement park 44 people rode the roller coaster in the 1st round, 58 people in the 2nd round and 61 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>180</p>	
Solve word problems involving estimation of sums.	Q1	<p>Grade 3 had a school play that was shown for 3 days. In the first day, 52 people attended, in the second day 39 people attended and in the third day, 41 people attended. What is the most reasonable estimate for the number of people who saw the play?</p>	<p>130</p>	yes
Solve word problems involving estimation of sums.	Q1	<p>Grade 3 had a school play that was shown for 3 days. In the first day, 52 people attended, in the second day 39 people attended and in the third day, 41 people attended. What is the most reasonable estimate for the number of people who saw the play?</p>	<p>140</p>	
Solve word problems involving estimation of sums.	Q1	<p>Grade 3 had a school play that was shown for 3 days. In the first day, 52 people attended, in the second day 39 people attended and in the third day, 41 people attended. What is the most reasonable estimate for the number of people who saw the play?</p>	<p>160</p>	
Solve word problems involving estimation of sums.	Q1	<p>Grade 3 had a school play that was shown for 3 days. In the first day, 52 people attended, in the second day 39 people attended and in the third day, 41 people attended. What is the most reasonable estimate for the number of people who saw the play?</p>	<p>150</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The most reasonable estimate for the answer of 31 + 52 is:</p>	<p>70</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The most reasonable estimate for the answer of 31 + 52 is:</p>	<p>60</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The most reasonable estimate for the answer of 31 + 52 is:</p>	<p>80</p>	yes
Check for reasonableness of answers using rounding.	Q1	<p>The most reasonable estimate for the answer of 31 + 52 is:</p>	<p>90</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The most reasonable estimate for the answer of 42 + 21 is:</p>	<p>70</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The most reasonable estimate for the answer of 42 + 21 is:</p>	<p>60</p>	yes
Check for reasonableness of answers using rounding.	Q2	<p>The most reasonable estimate for the answer of 42 + 21 is:</p>	<p>50</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The most reasonable estimate for the answer of 42 + 21 is:</p>	<p>90</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The most reasonable estimate for the answer of 22 + 31 is:</p>	<p>60</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The most reasonable estimate for the answer of 22 + 31 is:</p>	<p>70</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The most reasonable estimate for the answer of 22 + 31 is:</p>	<p>50</p>	yes
Check for reasonableness of answers using rounding.	Q3	<p>The most reasonable estimate for the answer of 22 + 31 is:</p>	<p>40</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The most reasonable estimate for the answer of 62 + 43 is:</p>	<p>120</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The most reasonable estimate for the answer of 62 + 43 is:</p>	<p>80</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The most reasonable estimate for the answer of 62 + 43 is:</p>	<p>100</p>	yes
Check for reasonableness of answers using rounding.	Q4	<p>The most reasonable estimate for the answer of 62 + 43 is:</p>	<p>90</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The most reasonable estimate for the answer of 33 + 21 is:</p>	<p>70</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The most reasonable estimate for the answer of 33 + 21 is:</p>	<p>60</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The most reasonable estimate for the answer of 33 + 21 is:</p>	<p>50</p>	yes
Check for reasonableness of answers using rounding.	Q5	<p>The most reasonable estimate for the answer of 33 + 21 is:</p>	<p>40</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 80 are:</p>	<p>33 + 41</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 80 are:</p>	<p>29 + 42</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 80 are:</p>	<p>37 + 49</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 80 are:</p>	<p>32 + 47</p>	yes
Check for reasonableness of answers using rounding.	Q2	<p>The two numbers whose sum is about 60 are:</p>	<p>13 + 41</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The two numbers whose sum is about 60 are:</p>	<p>19 + 48</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The two numbers whose sum is about 60 are:</p>	<p>17 + 49</p>	
Check for reasonableness of answers using rounding.	Q2	<p>The two numbers whose sum is about 60 are:</p>	<p>12 + 49</p>	yes
Check for reasonableness of answers using rounding.	Q3	<p>The two numbers whose sum is about 90 are:</p>	<p>52 + 32</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The two numbers whose sum is about 90 are:</p>	<p>57 + 39</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The two numbers whose sum is about 90 are:</p>	<p>58 + 37</p>	
Check for reasonableness of answers using rounding.	Q3	<p>The two numbers whose sum is about 90 are:</p>	<p>58 + 34</p>	yes
Check for reasonableness of answers using rounding.	Q4	<p>The two numbers whose sum is about 70 are:</p>	<p>33 + 31</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The two numbers whose sum is about 70 are:</p>	<p>38 + 38</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The two numbers whose sum is about 70 are:</p>	<p>38 + 39</p>	
Check for reasonableness of answers using rounding.	Q4	<p>The two numbers whose sum is about 70 are:</p>	<p>32 + 37</p>	yes
Check for reasonableness of answers using rounding.	Q5	<p>The two numbers whose sum is about 50 are:</p>	<p>33 + 11</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The two numbers whose sum is about 50 are:</p>	<p>38 + 17</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The two numbers whose sum is about 50 are:</p>	<p>37 + 19</p>	
Check for reasonableness of answers using rounding.	Q5	<p>The two numbers whose sum is about 50 are:</p>	<p>32 + 17</p>	yes
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 40 are:</p>	<p>11 +35</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 40 are:</p>	<p>22 + 27</p>	
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 40 are:</p>	<p>29 + 13</p>	yes
Check for reasonableness of answers using rounding.	Q1	<p>The two numbers whose sum is about 40 are:</p>	<p>28 + 26</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 83 and 51?</p>	<p>10</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 83 and 51?</p>	<p>20</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 83 and 51?</p>	<p>30</p>	yes
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 83 and 51?</p>	<p>40</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 69 and 32?</p>	<p>50</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 69 and 32?</p>	<p>40</p>	yes
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 69 and 32?</p>	<p>100</p>	
Recognize estimation and estimate differences using rounding	Q1	<p>What is a good estimate of the difference between 69 and 32?</p>	<p>20</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;465 + 611 = 611 + 465&rdquo;?</p>	<p>Commutative property</p>	yes
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;465 + 611 = 611 + 465&rdquo;?</p>	<p>Identity property</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;465 + 611 = 611 + 465&rdquo;?</p>	<p>Associative property</p>	
Addition properties.	Q2	<p>Which property of addition is shown in the equation: &ldquo;559 + 417 = 417 + 559&rdquo;?</p>	<p>Commutative property</p>	yes
Addition properties.	Q2	<p>Which property of addition is shown in the equation: &ldquo;559 + 417 = 417 + 559&rdquo;?</p>	<p>Identity property</p>	
Addition properties.	Q2	<p>Which property of addition is shown in the equation: &ldquo;559 + 417 = 417 + 559&rdquo;?</p>	<p>Associative property</p>	
Addition properties.	Q3	<p>Which property of addition is shown in the equation: &ldquo;682 + 310 = 310 + 682&rdquo;?</p>	<p>Commutative property</p>	yes
Addition properties.	Q3	<p>Which property of addition is shown in the equation: &ldquo;682 + 310 = 310 + 682&rdquo;?</p>	<p>Identity property</p>	
Addition properties.	Q3	<p>Which property of addition is shown in the equation: &ldquo;682 + 310 = 310 + 682&rdquo;?</p>	<p>Associative property</p>	
Addition properties.	Q4	<p>Which property of addition is shown in the equation: &ldquo;157 + 398 = 398 + 157&rdquo;?</p>	<p>Commutative property</p>	yes
Addition properties.	Q4	<p>Which property of addition is shown in the equation: &ldquo;157 + 398 = 398 + 157&rdquo;?</p>	<p>Identity property</p>	
Addition properties.	Q4	<p>Which property of addition is shown in the equation: &ldquo;157 + 398 = 398 + 157&rdquo;?</p>	<p>Associative property</p>	
Addition properties.	Q5	<p>Which property of addition is shown in the equation: &ldquo;408 + 227 = 227 + 408&rdquo;?</p>	<p>Commutative property</p>	yes
Addition properties.	Q5	<p>Which property of addition is shown in the equation: &ldquo;408 + 227 = 227 + 408&rdquo;?</p>	<p>Identity property</p>	
Addition properties.	Q5	<p>Which property of addition is shown in the equation: &ldquo;408 + 227 = 227 + 408&rdquo;?</p>	<p>Associative property</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;(50 + 123) + 417 = 50 + (123 + 417)&rdquo;?</p>	<p>Commutative property of addition</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;(50 + 123) + 417 = 50 + (123 + 417)&rdquo;?</p>	<p>Identity property of addition</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;(50 + 123) + 417 = 50 + (123 + 417)&rdquo;?</p>	<p>Associative property of addition</p>	yes
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;525 + 0 = 525&rdquo;?</p>	<p>Commutative property of addition</p>	
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;525 + 0 = 525&rdquo;?</p>	<p>Identity property of addition</p>	yes
Addition properties.	Q1	<p>Which property of addition is shown in the equation: &ldquo;525 + 0 = 525&rdquo;?</p>	<p>Associative property of addition</p>	
Addition properties.	Q1	<p>Which equation shows the commutative property of addition?</p>	<p>(12 + 43) + 48 = 12 + (43 + 48)</p>	
Addition properties.	Q1	<p>Which equation shows the commutative property of addition?</p>	<p>214 + 9 = 9 + 214</p>	yes
Addition properties.	Q1	<p>Which equation shows the commutative property of addition?</p>	<p>1,092 + 0 = 1,092</p>	
Addition properties.	Q1	<p>Which equation shows the commutative property of addition?</p>	<p>568 = 56 + 512</p>	
Addition properties.	Q1	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>(12 + 43) + 48 = 12 + (43 + 48)</p>	
Addition properties.	Q1	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>214 + 9 = 9 + 214</p>	
Addition properties.	Q1	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>1,092 + 0 = 1,092</p>	yes
Addition properties.	Q1	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>568 = 56 + 512</p>	
Addition properties.	Q2	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>(70 + 11) + 65 = 11 + (70 + 65)</p>	
Addition properties.	Q2	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>89 + 14 = 14 + 89</p>	
Addition properties.	Q2	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>701 + 0 = 701</p>	yes
Addition properties.	Q2	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>306 = 86 + 220</p>	
Addition properties.	Q3	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>(10 + 541) + 48 = 541 + (10 + 48)</p>	
Addition properties.	Q3	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>5 + 32 = 32 + 5</p>	
Addition properties.	Q3	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>8,552 + 0 = 8,552&nbsp;</p>	yes
Addition properties.	Q3	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>18 = 8 + 10</p>	
Addition properties.	Q4	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>(18 + 361) + 5 = 18 + (361 + 5)</p>	
Addition properties.	Q4	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>80 + 162 = 162 + 80</p>	
Addition properties.	Q4	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>251 + 0 = 251</p>	yes
Addition properties.	Q4	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>3,809 = 1,449 + 1,360</p>	
Addition properties.	Q5	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>(1 + 9,501) + 41 = 1 + (9,501 + 41)</p>	
Addition properties.	Q5	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>47 + 381 = 381 + 47</p>	
Addition properties.	Q5	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>559 + 0 = 559</p>	yes
Addition properties.	Q5	<p>Which equation shows the identity property of addition?<strong><u><br /> </u></strong></p>	<p>568 = 56 + 512</p>	
Addition properties.	Q1	<p>615 + 3,456 =</p>	<p>456 + 3,615</p>	
Addition properties.	Q1	<p>615 + 3,456 =</p>	<p>615 + 456</p>	
Addition properties.	Q1	<p>615 + 3,456 =</p>	<p>615 + 3,615</p>	
Addition properties.	Q1	<p>615 + 3,456 =</p>	<p>3,456 + 615</p>	yes
Addition properties.	Q1	<p>(74 + 68) + 312 =</p>	<p>(123 + 68) + 34</p>	
Addition properties.	Q1	<p>(74 + 68) + 312 =</p>	<p>(74 + 3) + 12</p>	
Addition properties.	Q1	<p>(74 + 68) + 312 =</p>	<p>74 + (68 + 312)</p>	yes
Addition properties.	Q1	<p>(74 + 68) + 312 =</p>	<p>44 + (68 + 68)</p>	
Addition properties.	Q1	<p>0 + 936 =</p>	<p>0</p>	
Addition properties.	Q1	<p>0 + 936 =</p>	<p>1000</p>	
Addition properties.	Q1	<p>0 + 936 =</p>	<p>936</p>	yes
Addition properties.	Q1	<p>0 + 936 =</p>	<p>940</p>	
Addition properties.	Q2	<p>0 + 7,942 =</p>	<p>7,942</p>	yes
Addition properties.	Q2	<p>0 + 7,942 =</p>	<p>7,943</p>	
Addition properties.	Q2	<p>0 + 7,942 =</p>	<p>0</p>	
Addition properties.	Q2	<p>0 + 7,942 =</p>	<p>7,940</p>	
Addition properties.	Q3	<p>0 + 181 =</p>	<p>180</p>	
Addition properties.	Q3	<p>0 + 181 =</p>	<p>710</p>	
Addition properties.	Q3	<p>0 + 181 =</p>	<p>181</p>	yes
Addition properties.	Q3	<p>0 + 181 =</p>	<p>182</p>	
Addition properties.	Q4	<p>0 + 620 =</p>	<p>6200</p>	
